No,SPECODE,Local-Name,SPECIES-GROUP,ROY_CLASS,COMM-Gr,Dip/NonDip
18252,ROKA,ROKA,1,NONCLASS,Commercial,Non-Dip
18253,RUNG,ROUNG,7,SECOND,NonCommercial,Non-Dip
18254,SABL,SAMBOUR LOVENG,7,UNKN,NonCommercial,Non-Dip
18255,SARG,SAM RONG,5,FIRST,NonCommercial,Dip
18256,SBMS,SAMBOUR MEAS,4,THIRD,Commercial,Dip
18257,SDAV,SDAV,4,UNKN,Commercial,Non-Dip
18258,SDEY,SDEY,6,NONCLASS,NonCommercial,Non-Dip
18259,SLEN,SLENG,5,FIRST,NonCommercial,Non-Dip
18260,SMCH,SMACH,5,NONCLASS,Commercial,Dip
18261,SME,SME,7,SECOND,NonCommercial,Non-Dip
18262,SMKB,SMA KRABEY,2,LUX,NonCommercial,Dip
18263,SNAY,SNAY,7,UNKN,Commercial,Dip
18264,SNOL,SNUOL,4,FIRST,Commercial,Dip
18265,SOUY,SOURY,3,NONCLASS,NonCommercial,Non-Dip
18266,SPOR,SOM POR,4,NONCLASS,NonCommercial,Non-Dip
18267,SPPY,SPEOU PREY,4,FIRST,NonCommercial,Non-Dip
18268,SPTK,SPEOU TEK,2,SECOND,NonCommercial,Non-Dip
18269,SRKM,SRAKOM,2,NONCLASS,NonCommercial,Non-Dip
18270,SVAK,SVAY SVAK,2,THIRD,NonCommercial,Non-Dip
18271,SVCT,SVAY CHANTI,5,NONCLASS,NonCommercial,Dip
18272,SVPT,SVAY PONGTRONG,2,FIRST,NonCommercial,Dip
18273,TKOV,TKOV,2,NONCLASS,Commercial,Dip
18274,TLOK,THLOK,6,NONCLASS,Commercial,Dip
18275,TOLP,TOUNLORP,3,SECOND,Commercial,Dip
18276,TPOG,TOM POUNG,6,SECOND,NonCommercial,Dip
18277,TRAG,TRANG,2,SECOND,Commercial,Dip
18278,TREN,TRA MENG,4,THIRD,Commercial,Dip
18279,TRMN,TRORMOUNG,2,THIRD,NonCommercial,Non-Dip
18280,TRSK,TRORMOUNGSEK,2,SECOND,Commercial,Dip
18281,WYNG,VOR YONG,3,UNKN,Commercial,Non-Dip
18282,ACSA,ACH SAT,4,UNKN,NonCommercial,Non-Dip
18283,ADCH,ACHDERK,3,THIRD,NonCommercial,Non-Dip
18284,AKSL,ANGKEA SEL,1,LUX,NonCommercial,Non-Dip
18285,AMBB,AMBENG BEK,6,NONCLASS,NonCommercial,Dip
18286,AMCN,AMBENG CHAN,2,NONCLASS,Commercial,Dip
18287,AMPI,AMPIL TOEUK PREY,2,THIRD,Commercial,Dip
18288,ANCH,ANGKOCH,7,THIRD,Commercial,Non-Dip
18289,ANKB,ANGKEA BOS,2,UNKN,NonCommercial,Dip
18290,ANRD,ANGRE DEK,6,NONCLASS,Commercial,Dip
18291,APEN,APHEAN,4,THIRD,NonCommercial,Dip
18292,ATES,ATES,7,UNKN,Commercial,Non-Dip
18293,ATSR,ANNTUNG SOR,6,NONCLASS,Commercial,Dip
18294,BAKK,BANGKONG KENGKONG,1,LUX,NonCommercial,Dip
18295,BAKP,BAKPAO,2,SECOND,NonCommercial,Dip
18296,BBOK,BOR BORK,1,NONCLASS,NonCommercial,Non-Dip
18297,BOPR,BO PROEUK,7,NONCLASS,Commercial,Dip
18298,BRCH,BROR CHOK,4,SECOND,NonCommercial,Dip
18299,BTIL,BATPHTIL,7,THIRD,Commercial,Dip
18300,CABB,CHAM BAK BARAING,4,UNKN,NonCommercial,Dip
18301,CHCK,CHHOENG CHKER,2,SECOND,NonCommercial,Dip
18302,CHEK,CHANG ENG SEK,2,SECOND,NonCommercial,Dip
18303,CHHA,CHHAR,2,FIRST,Commercial,Dip
18304,CHHU,CHHOM POU PREY,7,FIRST,NonCommercial,Dip
18305,CHKG,CHEUNG KRORVAING,4,NONCLASS,Commercial,Dip
18306,CHKP,CHUNGKONG PHON,4,LUX,NonCommercial,Dip
18307,CHKU,CHEUNG KRAPEU,1,NONCLASS,Commercial,Dip
18308,CHLS,CHORNLOS,7,THIRD,NonCommercial,Non-Dip
18309,CHNA,CHANG NANG,6,LUX,NonCommercial,Non-Dip
18310,CHNO,CHNOK,5,THIRD,NonCommercial,Non-Dip
18311,CHOV,CHOV,3,FIRST,Commercial,Dip
18312,CHPS,CHHOETEAL PREUS,7,NONCLASS,Commercial,Dip
18313,CHTU,CHNOK TROU,4,NONCLASS,NonCommercial,Dip
18314,CTES,CHORNTESPLOUK,7,LUX,NonCommercial,Non-Dip
18315,DAKD,DANG KEAP KDAM,4,THIRD,Commercial,Non-Dip
18316,DGPR,DANGKEABPROEUS,4,SECOND,NonCommercial,Dip
18317,DKPO,DOKPO,3,NONCLASS,Commercial,Non-Dip
18318,DNKY,DOUNKAY,7,UNKN,NonCommercial,Dip
18319,DRDV,DORNG DAV,1,SECOND,Commercial,Dip
18320,DYSP,DEY SAMPOCH,5,LUX,NonCommercial,Dip
18321,EPSH,EYSEIPHSAM SRACH,3,NONCLASS,NonCommercial,Dip
18322,KACL,KACHEAL,1,UNKN,Commercial,Non-Dip
18323,KAKU,KAKHUCH,3,SECOND,NonCommercial,Dip
18324,KANA,KANA,3,LUX,Commercial,Dip
18325,KANE,KANER,1,THIRD,Commercial,Dip
18326,KANT,KANTOUT PREY,7,FIRST,Commercial,Non-Dip
18327,KATG,KATOUNG,4,SECOND,Commercial,Dip
18328,KAYK,KA YOUK,6,THIRD,NonCommercial,Non-Dip
18329,KBAL KRORLORNG,KBAL KRORLORNG,1,FIRST,NonCommercial,Dip
18330,KBDA,KANCHOEU BEY DACH,5,FIRST,Commercial,Non-Dip
18331,KBDK,KBAL DERK,2,SECOND,NonCommercial,Non-Dip
18332,KBKK,KROBAO KHEK,4,LUX,Commercial,Dip
18333,KCHP,KA CHIEP,6,UNKN,NonCommercial,Non-Dip
18334,KDCE,KANDAB CHANG ET,1,NONCLASS,NonCommercial,Non-Dip
18335,KDCK,KDOR COMBROK,7,THIRD,Commercial,Non-Dip
18336,KHMA,KHANNMA,6,THIRD,NonCommercial,Non-Dip
18337,KHNH,KHNHE,5,FIRST,Commercial,Dip
18338,KHOS,KHOS,3,THIRD,NonCommercial,Non-Dip
18339,KHTN,KHTING,4,LUX,NonCommercial,Dip
18340,KHVG,KHVENG,4,LUX,NonCommercial,Non-Dip
18341,KKAL,KALKAL,5,FIRST,Commercial,Dip
18342,KKKK,KALAP,3,FIRST,Commercial,Non-Dip
18343,KKLG,KBAL KRORLORNG,3,SECOND,NonCommercial,Dip
18344,KLIG,KLING,3,LUX,NonCommercial,Non-Dip
18345,KLNG,KLOUNG,2,FIRST,Commercial,Dip
18346,KLPO,KLENG POR,1,FIRST,NonCommercial,Non-Dip
18347,KMPT,KOM PERT,1,FIRST,Commercial,Dip
18348,KNAL,KNALL,5,FIRST,Commercial,Dip
18349,KNAY,KNAY MORN,7,FIRST,Commercial,Dip
18350,KODK,KORNDORK,5,UNKN,Commercial,Dip
18351,KOKH,KON KHMOM,7,UNKN,NonCommercial,Non-Dip
18352,KOMT,KOKTMAT,7,LUX,NonCommercial,Dip
18353,KOMY,KO MOUY,7,LUX,Commercial,Non-Dip
18354,KORK,KORK,3,FIRST,Commercial,Dip
18355,KOTT,KORTHET,2,UNKN,NonCommercial,Non-Dip
18356,KRAK,KRORCHORK ANDERK,3,LUX,Commercial,Dip
18357,KREG,KROENG,7,SECOND,NonCommercial,Non-Dip
18358,KREM,KROR EM,4,SECOND,NonCommercial,Non-Dip
18359,KRMN,KROR MOURN,7,FIRST,Commercial,Non-Dip
18360,KROH,KROCH PREY,5,NONCLASS,Commercial,Dip
18361,KRSR,KRORNG SOEUR,5,UNKN,Commercial,Dip
18362,KRUS,KHOES REOUS,2,UNKN,Commercial,Dip
18363,KRVN,KRORVANN,2,NONCLASS,Commercial,Non-Dip
18364,KTIT,KTITH,1,UNKN,NonCommercial,Non-Dip
18365,LORT,LORT,1,UNKN,NonCommercial,Dip
18366,LORV,LOR VEA,1,UNKN,Commercial,Dip
18367,LOVG,LORVING,7,UNKN,NonCommercial,Non-Dip
18368,LRLT,LORLOT,6,LUX,Commercial,Dip
18369,MADN,MADEHN,2,NONCLASS,Commercial,Non-Dip
18370,MDAS,MADEHN MEAS,4,UNKN,NonCommercial,Non-Dip
18371,MMAG,MOR MANG,4,UNKN,Commercial,Non-Dip
18372,MTYK,MLOUTRAYOUK,3,NONCLASS,Commercial,Dip
18373,NGOK,NGOK,6,UNKN,Commercial,Non-Dip
18374,NHAM,NHAM,2,SECOND,NonCommercial,Non-Dip
18375,NIV,NIV,2,NONCLASS,Commercial,Non-Dip
18376,ONLK,ONLOK PHOR EM,4,SECOND,NonCommercial,Dip
18377,PAGA,PA NGAB,7,NONCLASS,NonCommercial,Non-Dip
18378,PAGS,PA NGES,6,LUX,Commercial,Dip
18379,PECH,PECH CHANGVA,2,FIRST,Commercial,Dip
18380,PHLG,PHLANG,5,NONCLASS,Commercial,Non-Dip
18381,PHMA,PHNERK CHMA,4,LUX,NonCommercial,Non-Dip
18382,PHNO,PHNOM PHNERNG,5,FIRST,NonCommercial,Dip
18383,PHOR,PHOR,2,LUX,NonCommercial,Non-Dip
18384,PLNG,PLOV NEANG,2,SECOND,Commercial,Dip
18385,PLOG,PLUOUNG,5,LUX,Commercial,Dip
18386,PLOK,PLONG KEOV,3,THIRD,NonCommercial,Dip
18387,PLOR,PLOR,6,NONCLASS,Commercial,Non-Dip
18388,PLPH,PLOV SOMPOUCH,2,SECOND,NonCommercial,Dip
18389,PMVG,PROMOY VIENG,3,NONCLASS,NonCommercial,Non-Dip
18390,PNKP,PHNEK PREAP,2,THIRD,Commercial,Dip
18391,PNOM,PON ORMBORK,7,NONCLASS,Commercial,Dip
18392,POCH,POUCH,7,FIRST,NonCommercial,Non-Dip
18393,POPL,PO PLEAR,7,UNKN,Commercial,Dip
18394,POUN,POUN,7,THIRD,NonCommercial,Dip
18395,PPPR,POPLEA PRUES,5,SECOND,Commercial,Dip
18396,PPVK,POPOULVAK,6,FIRST,Commercial,Non-Dip
18397,PREL,PREAL,3,THIRD,Commercial,Dip
18398,PROM,PROMAT KHLAKMOM,4,SECOND,Commercial,Non-Dip
18399,PROM,PROUM,5,FIRST,NonCommercial,Non-Dip
18400,RANG,RAING,7,NONCLASS,Commercial,Dip
18401,ROCG,ROM CHORNG,5,FIRST,NonCommercial,Non-Dip
18402,RODL,ROMDOUL,2,THIRD,NonCommercial,Dip
18403,ROML,ROMLEANG,5,UNKN,Commercial,Non-Dip
18404,ROTY,ROMENGTHA NGE0Y,7,SECOND,NonCommercial,Dip
18405,ROVN,ROVIENG,6,LUX,NonCommercial,Dip
18406,RPCK,ROMPEAT CHROUK,4,THIRD,NonCommercial,Dip
18407,SADA,SANDA,1,THIRD,NonCommercial,Dip
18408,SAHA,SANG HA,1,LUX,NonCommercial,Non-Dip
18409,SAND,SANDAN,6,FIRST,NonCommercial,Non-Dip
18410,SANK,SANG KE,5,LUX,Commercial,Dip
18411,SAVP,SANGVA PICH,7,NONCLASS,NonCommercial,Dip
18412,SBTS,SAMBOUR TES,5,SECOND,Commercial,Non-Dip
18413,SEMN,SEMORN\ ROL,6,UNKN,Commercial,Dip
18414,SKPL,SLAKRORPOUL,2,SECOND,Commercial,Dip
18415,SLCH,SLA KCHEY,6,NONCLASS,Commercial,Dip
18416,SLET,SLOEK LO ET,7,FIRST,Commercial,Non-Dip
18417,SLNG,SOM LEANG,6,LUX,Commercial,Non-Dip
18418,SOPI,SOPHY,7,LUX,Commercial,Non-Dip
18419,SREG,CHHKER SRERNG,1,THIRD,Commercial,Non-Dip
18420,SRMO,SRORMOR,2,NONCLASS,NonCommercial,Non-Dip
18421,TAPL,TAPIL,6,THIRD,Commercial,Non-Dip
18422,TBOT,TABORT,4,NONCLASS,Commercial,Dip
18423,TENG,TENG,5,THIRD,NonCommercial,Dip
18424,THME,THMEAS,5,LUX,NonCommercial,Non-Dip
18425,THNO,THNOT PRENG,7,FIRST,NonCommercial,Non-Dip
18426,THTR,THMENH TREY,2,FIRST,Commercial,Dip
18427,TMAK,TLERM ANNDERK,2,FIRST,NonCommercial,Dip
18428,TNIV,TAONIV,2,THIRD,NonCommercial,Dip
18429,TOUK,TOUK,3,UNKN,Commercial,Dip
18430,TRBL,TROR ORL,6,FIRST,Commercial,Dip
18431,TRCU,TRA BEK CHOU,3,UNKN,Commercial,Dip
18432,TREL,TREAL,3,LUX,NonCommercial,Dip
18433,TROG,TRORNG,2,LUX,NonCommercial,Non-Dip
18434,TRSK,TRORSEK / TRAMKANG,1,FIRST,Commercial,Dip
18435,TRYA,TROR YAK,7,UNKN,Commercial,Non-Dip
18436,TRYG,TROR YORNG,3,LUX,NonCommercial,Non-Dip
18437,TTPY,TOTIM PREY,1,UNKN,Commercial,Dip
18438,UNKN,UNKNOWN,4,FIRST,NonCommercial,Dip
18439,VEAY,VEAY,2,THIRD,NonCommercial,Dip
18440,VOEG,VOENG,7,NONCLASS,NonCommercial,Dip
18441,YEAM,YEAM,5,NONCLASS,Commercial,Dip
18442,YOUK,YOUK,1,LUX,Commercial,Dip
18443,KHLG,KHLONG,1,THIRD,NonCommercial,Non-Dip
18444,TRAC,TRACH,1,UNKN,Commercial,Dip
18445,PHDK,PHDEAK,1,FIRST,NonCommercial,Dip
18446,CHBG,CHHOETEAL BANGKOUNEANGO,5,NONCLASS,Commercial,Non-Dip
18447,CHBR,CHHOETEAL BRENG,4,THIRD,NonCommercial,Non-Dip
18448,CHTR,CHHOETEAL CHHNGAR,1,NONCLASS,NonCommercial,Non-Dip
18449,CHMI,CHHOETEAL MOSAU,4,NONCLASS,NonCommercial,Non-Dip
18450,CHRH,CHORCHONG,5,UNKN,NonCommercial,Dip
18451,CRMS,CHRASMAS,1,SECOND,NonCommercial,Non-Dip
18452,KKMS,KOKI MOSAU,3,NONCLASS,NonCommercial,Non-Dip
18453,KKPN,KOKI PHNONG\KAMNHAN,5,FIRST,Commercial,Non-Dip
18454,LMBI,LUMBOR,3,LUX,Commercial,Non-Dip
18455,PCEK,PHCEK,4,THIRD,NonCommercial,Non-Dip
18456,TBEG,TBENG,6,LUX,Commercial,Non-Dip
18457,KHOV,KCHOV/KAMLENG,3,THIRD,NonCommercial,Dip
18458,KKDK,KOKI DEK,1,FIRST,Commercial,Non-Dip
18459,KKKS,KOKI KHASAC,7,UNKN,NonCommercial,Non-Dip
18460,KKTM,KOKI THMOR,2,LUX,Commercial,Dip
18461,PPEL,POPEL,6,SECOND,NonCommercial,Non-Dip
18462,RINM,RAING PHNOM,4,LUX,NonCommercial,Non-Dip
18463,TRLT,TRORLAT,1,UNKN,Commercial,Dip
18464,ANKM,ANGKOT KHMAU,4,LUX,Commercial,Dip
18465,ATTT,ATITH/NEANG PHOR EK,7,THIRD,NonCommercial,Dip
18466,BENG,BENG,7,NONCLASS,NonCommercial,Dip
18467,BSNK,BOSNEAK,1,NONCLASS,Commercial,Non-Dip
18468,CHBK,CHAM BAK,1,FIRST,Commercial,Dip
18469,CHKM,CHHOEU KHMAV/NEANG KHMAV,6,FIRST,Commercial,Non-Dip
18470,CHKO,CHOEUNG KO,5,THIRD,Commercial,Dip
18471,CHKR,CHAN KRASNA,2,THIRD,NonCommercial,Non-Dip
18472,CHLK,CHHLIK,3,UNKN,NonCommercial,Non-Dip
18473,CHMC,CHHAM CHHA,6,SECOND,Commercial,Non-Dip
18474,CHTP,CHAN TOUM PEANG,5,SECOND,Commercial,Non-Dip
18475,DCSP,DONCHERM,7,SECOND,NonCommercial,Dip
18476,DYKL,DEY KHLA,6,NONCLASS,NonCommercial,Dip
18477,HUDN,HOUN DAN/MOREASPREOUPHNOM,5,FIRST,NonCommercial,Dip
18478,KMPR,KOMPENG REACH,5,UNKN,Commercial,Dip
18479,KRAY,KRAY,3,LUX,Commercial,Non-Dip
18480,KREL,KROEL,7,THIRD,NonCommercial,Dip
18481,KRKO,KRORKORS,5,LUX,Commercial,Dip
18482,KRPM,KRORNHOUNG,2,LUX,NonCommercial,Non-Dip
18483,KRYS,KRAY SAR,5,NONCLASS,Commercial,Non-Dip
18484,MASK,MEYSAK,1,UNKN,Commercial,Non-Dip
18485,NNON,NEANG NOUN,3,FIRST,Commercial,Non-Dip
18486,PRDL,PRAM DOMLENG,6,NONCLASS,NonCommercial,Dip
18487,PRLO,PRO LOUP,4,THIRD,Commercial,Non-Dip
18488,PRNG,PRING/KRORB BEK,2,FIRST,Commercial,Dip
18489,SKRM,SOKROM,2,UNKN,NonCommercial,Dip
18490,SMPN,SAM PONG,2,THIRD,NonCommercial,Non-Dip
18491,SRAL,SRAL,3,UNKN,Commercial,Dip
18492,SRKR,SROL KRAHAM,4,LUX,Commercial,Dip
18493,SRLO,SRORLAO,7,FIRST,Commercial,Non-Dip
18494,SROL,SROL SAR,6,LUX,NonCommercial,Dip
18495,SWPR,SVAY PREY,5,FIRST,Commercial,Non-Dip
18496,SYCR,SVAY CHAM REANG,6,FIRST,NonCommercial,Dip
18497,TAUR,TAOUR,5,FIRST,Commercial,Non-Dip
18498,TEPI,TEP PHIROU,7,THIRD,NonCommercial,Non-Dip
18499,THNR,THNONG KROHORM,2,NONCLASS,Commercial,Non-Dip
18500,THNS,THNONG SOR,7,THIRD,Commercial,Non-Dip
18501,TRTM,TRORP TOM,1,FIRST,Commercial,Non-Dip
18502,TRYG,TROR YING,1,LUX,Commercial,Dip
18503,TTRV,TATRAV,3,SECOND,NonCommercial,Non-Dip
18504,ANKN,ANGKANH,1,UNKN,Commercial,Dip
18505,ANKT,ANGKAT TMAAT,7,THIRD,Commercial,Non-Dip
18506,ANOM,ANGKRANG PHNOM,5,LUX,Commercial,Dip
18507,ATNG,ATEANG/ROTEANG,3,LUX,Commercial,Non-Dip
18508,BADM,BAK DERM,7,SECOND,Commercial,Non-Dip
18509,BAKG,BANGKANG,1,LUX,NonCommercial,Dip
18510,BDNG,BAKDORNG,7,FIRST,NonCommercial,Dip
18511,BELY,BELOY,6,THIRD,Commercial,Non-Dip
18512,BKSV,BANGKEOU SVA,7,UNKN,Commercial,Dip
18513,BNKO,BAG KHEOU,1,LUX,Commercial,Dip
18514,BYPV,BAY POU VAING,2,SECOND,Commercial,Dip
18515,CASA,KHCHOENG,6,LUX,NonCommercial,Dip
18516,CCHB,CHOEUNG CHAB,4,FIRST,Commercial,Non-Dip
18517,CHMK,CHAMRIEK,5,UNKN,Commercial,Dip
18518,CHNY,CHORNY,4,FIRST,NonCommercial,Non-Dip
18519,CHPL,CHHOE PHLOEUNG,3,FIRST,Commercial,Dip
18520,CHRK,CHRAKENG,1,SECOND,NonCommercial,Dip
18521,CHRM,CHANG KONG ROMEANG,6,FIRST,NonCommercial,Non-Dip
18522,CHRS,CHREIS,3,NONCLASS,Commercial,Non-Dip
18523,CHUT,CHORNG UOR THMAT,4,UNKN,Commercial,Non-Dip
18524,CKTM,CHEK TUM,5,NONCLASS,Commercial,Dip
18525,CREY,CHREY,7,THIRD,Commercial,Dip
18526,DKOR,DONGKOR,4,THIRD,Commercial,Dip
18527,DOKM,DOK MEY,2,SECOND,Commercial,Non-Dip
18528,HISN,HAISANH/NGAYSANG/CHANSAR,6,NONCLASS,Commercial,Non-Dip
18529,KAOM,KANGSENGPHNOM,3,LUX,NonCommercial,Dip
18530,KCAS,KCHAS,2,THIRD,NonCommercial,Non-Dip
18531,KDAG,KANN DEANG,3,UNKN,Commercial,Dip
18532,KDCH,KDURCH,6,LUX,Commercial,Dip
18533,KDOL,KDOL,6,LUX,Commercial,Non-Dip
18534,KES,KES,5,SECOND,NonCommercial,Non-Dip
18535,KKCM,KONG KANGCHHMOL,7,LUX,Commercial,Dip
18536,KKGN,KONG KANGNHY,1,FIRST,NonCommercial,Non-Dip
18537,KKOM,KONG KANGPHNOM,1,LUX,NonCommercial,Dip
18538,KNDL,KANNDOL,2,THIRD,NonCommercial,Non-Dip
18539,KNPR,KHNOR PREY,3,NONCLASS,Commercial,Non-Dip
18540,KRAG,KRANG,2,NONCLASS,Commercial,Non-Dip
18541,KRAS,KREAS,5,FIRST,Commercial,Dip
18542,KRBO,KRORBAO,6,LUX,NonCommercial,Non-Dip
18543,KRLA,KRORLANH,2,SECOND,Commercial,Dip
18544,KRON,KRONG,2,UNKN,Commercial,Non-Dip
18545,KTOM,KHTOM,2,SECOND,NonCommercial,Non-Dip
18546,KWAV,KHVAO,6,SECOND,NonCommercial,Non-Dip
18547,LGNG,LO NGIENG,3,FIRST,NonCommercial,Non-Dip
18548,MAKG,MAK BREING,6,FIRST,NonCommercial,Dip
18549,MAKP,MAK PRANG,7,UNKN,NonCommercial,Dip
18550,MAKU,MAK KLOEU,3,FIRST,NonCommercial,Dip
18551,MNPR,MEAN PREY,4,FIRST,Commercial,Dip
18552,NENS,NEANG SAR,2,THIRD,Commercial,Dip
18553,PANG,PANG,1,SECOND,NonCommercial,Non-Dip
18554,PHNV,PHNHEAV,4,NONCLASS,NonCommercial,Non-Dip
18555,PHON,PHAONG,6,NONCLASS,NonCommercial,Dip
18556,PHUT,PROR HOUT,1,THIRD,Commercial,Dip
18557,PLON,PLONG,4,SECOND,Commercial,Non-Dip
18558,PNAG,PHNEANG,5,FIRST,NonCommercial,Non-Dip
18559,PNGS,PHNGEAS,4,SECOND,Commercial,Non-Dip
18560,POBY,POPUOL BAY,1,SECOND,NonCommercial,Dip
18561,POCV,PON SVAR,6,THIRD,NonCommercial,Dip
18562,POKH,POPEA KHE,4,LUX,Commercial,Non-Dip
18563,PONR,PONG RO,3,FIRST,Commercial,Non-Dip
18564,PPTH,POPULTHMOR,3,UNKN,NonCommercial,Non-Dip
18565,PPUL,PHNEL/POPOUL,7,UNKN,NonCommercial,Dip
18566,PRPN,PREAS PHNOV/SOMBOK KROHOM,3,SECOND,Commercial,Non-Dip
18567,PRUS,PROUS,1,THIRD,Commercial,Non-Dip
18568,PYPK,PHKAI PROEK,7,LUX,Commercial,Dip
18569,RAIT,RAING TOEK,5,LUX,NonCommercial,Non-Dip
18570,ROKA,ROKA,2,LUX,Commercial,Dip
18571,RUNG,ROUNG,1,FIRST,NonCommercial,Non-Dip
18572,SABL,SAMBOUR LOVENG,7,LUX,NonCommercial,Dip
18573,SARG,SAM RONG,2,UNKN,NonCommercial,Non-Dip
18574,SBMS,SAMBOUR MEAS,5,UNKN,NonCommercial,Non-Dip
18575,SDAV,SDAV,3,FIRST,NonCommercial,Dip
18576,SDEY,SDEY,5,NONCLASS,Commercial,Non-Dip
18577,SLEN,SLENG,2,UNKN,Commercial,Dip
18578,SMCH,SMACH,4,FIRST,NonCommercial,Dip
18579,SME,SME,1,SECOND,NonCommercial,Dip
18580,SMKB,SMA KRABEY,4,FIRST,NonCommercial,Non-Dip
18581,SNAY,SNAY,5,LUX,NonCommercial,Dip
18582,SNOL,SNUOL,2,LUX,Commercial,Dip
18583,SOUY,SOURY,6,FIRST,Commercial,Dip
18584,SPOR,SOM POR,1,NONCLASS,NonCommercial,Non-Dip
18585,SPPY,SPEOU PREY,1,NONCLASS,NonCommercial,Dip
18586,SPTK,SPEOU TEK,5,NONCLASS,NonCommercial,Non-Dip
18587,SRKM,SRAKOM,2,SECOND,Commercial,Non-Dip
18588,SVAK,SVAY SVAK,5,FIRST,Commercial,Dip
18589,SVCT,SVAY CHANTI,1,UNKN,NonCommercial,Dip
18590,SVPT,SVAY PONGTRONG,6,LUX,Commercial,Dip
18591,TKOV,TKOV,7,UNKN,Commercial,Non-Dip
18592,TLOK,THLOK,4,FIRST,Commercial,Non-Dip
18593,TOLP,TOUNLORP,7,LUX,Commercial,Non-Dip
18594,TPOG,TOM POUNG,6,NONCLASS,Commercial,Dip
18595,TRAG,TRANG,7,THIRD,Commercial,Dip
18596,TREN,TRA MENG,4,FIRST,Commercial,Non-Dip
18597,TRMN,TRORMOUNG,2,SECOND,Commercial,Non-Dip
18598,TRSK,TRORMOUNGSEK,4,FIRST,NonCommercial,Dip
18599,WYNG,VOR YONG,6,THIRD,NonCommercial,Dip
18600,ACSA,ACH SAT,2,LUX,Commercial,Dip
18601,ADCH,ACHDERK,3,NONCLASS,Commercial,Dip
18602,AKSL,ANGKEA SEL,4,FIRST,NonCommercial,Dip
18603,AMBB,AMBENG BEK,4,NONCLASS,Commercial,Dip
18604,AMCN,AMBENG CHAN,7,FIRST,Commercial,Non-Dip
18605,AMPI,AMPIL TOEUK PREY,1,FIRST,Commercial,Non-Dip
18606,ANCH,ANGKOCH,5,THIRD,Commercial,Dip
18607,ANKB,ANGKEA BOS,4,UNKN,Commercial,Non-Dip
18608,ANRD,ANGRE DEK,5,FIRST,Commercial,Non-Dip
18609,APEN,APHEAN,1,FIRST,NonCommercial,Dip
18610,ATES,ATES,4,THIRD,Commercial,Dip
18611,ATSR,ANNTUNG SOR,3,LUX,NonCommercial,Non-Dip
18612,BAKK,BANGKONG KENGKONG,7,LUX,Commercial,Dip
18613,BAKP,BAKPAO,3,UNKN,NonCommercial,Dip
18614,BBOK,BOR BORK,6,NONCLASS,Commercial,Non-Dip
18615,BOPR,BO PROEUK,1,FIRST,Commercial,Dip
18616,BRCH,BROR CHOK,3,UNKN,NonCommercial,Dip
18617,BTIL,BATPHTIL,5,NONCLASS,NonCommercial,Dip
18618,CABB,CHAM BAK BARAING,5,UNKN,Commercial,Non-Dip
18619,CHCK,CHHOENG CHKER,5,THIRD,Commercial,Dip
18620,CHEK,CHANG ENG SEK,7,SECOND,Commercial,Dip
18621,CHHA,CHHAR,2,FIRST,NonCommercial,Non-Dip
18622,CHHU,CHHOM POU PREY,4,FIRST,NonCommercial,Non-Dip
18623,CHKG,CHEUNG KRORVAING,7,THIRD,Commercial,Dip
18624,CHKP,CHUNGKONG PHON,6,FIRST,NonCommercial,Dip
18625,CHKU,CHEUNG KRAPEU,5,UNKN,Commercial,Dip
18626,CHLS,CHORNLOS,3,THIRD,NonCommercial,Dip
18627,CHNA,CHANG NANG,7,NONCLASS,NonCommercial,Non-Dip
18628,CHNO,CHNOK,4,LUX,Commercial,Dip
18629,CHOV,CHOV,7,NONCLASS,Commercial,Dip
18630,CHPS,CHHOETEAL PREUS,6,LUX,Commercial,Non-Dip
18631,CHTU,CHNOK TROU,7,LUX,Commercial,Non-Dip
18632,CTES,CHORNTESPLOUK,4,FIRST,Commercial,Dip
18633,DAKD,DANG KEAP KDAM,4,FIRST,Commercial,Dip
18634,DGPR,DANGKEABPROEUS,2,FIRST,NonCommercial,Non-Dip
18635,DKPO,DOKPO,7,SECOND,Commercial,Dip
18636,DNKY,DOUNKAY,7,THIRD,Commercial,Non-Dip
18637,DRDV,DORNG DAV,7,THIRD,Commercial,Non-Dip
18638,DYSP,DEY SAMPOCH,3,THIRD,Commercial,Non-Dip
18639,EPSH,EYSEIPHSAM SRACH,7,FIRST,NonCommercial,Non-Dip
18640,KACL,KACHEAL,5,LUX,Commercial,Dip
18641,KAKU,KAKHUCH,5,LUX,Commercial,Non-Dip
18642,KANA,KANA,6,UNKN,Commercial,Non-Dip
18643,KANE,KANER,3,UNKN,NonCommercial,Dip
18644,KANT,KANTOUT PREY,5,FIRST,NonCommercial,Non-Dip
18645,KATG,KATOUNG,3,UNKN,Commercial,Non-Dip
18646,KAYK,KA YOUK,4,SECOND,Commercial,Dip
18647,KBAL KRORLORNG,KBAL KRORLORNG,5,THIRD,NonCommercial,Non-Dip
18648,KBDA,KANCHOEU BEY DACH,5,THIRD,NonCommercial,Dip
18649,KBDK,KBAL DERK,7,THIRD,NonCommercial,Dip
18650,KBKK,KROBAO KHEK,4,THIRD,NonCommercial,Non-Dip
18651,KCHP,KA CHIEP,7,FIRST,Commercial,Non-Dip
18652,KDCE,KANDAB CHANG ET,3,THIRD,NonCommercial,Non-Dip
