Block_X,Block_Y,Coordinate_X,Coordinate_Y,Tree Number,SPECODE,SPECIES-GROUP,Diameter (cm),Diameter Class,Height (m),Volume (m^3),Status,Production,Cutting Angle,Damage Crown
1,5,83,415,T01051785,TRMN,7,220.08,5,8.79,1.672006955098258e-05,Cut,Cut,233.2,<function calculate_damage_crown at 0x121e67e20>
1,5,50,488,T01059760,TRSK,3,131.29,5,11.54,7.813316671877205e-06,Cut,Cut,15.8,<function calculate_damage_crown at 0x121e67e20>
1,5,63,498,T01053087,WYNG,2,228.11,5,5.97,1.2209983719316417e-05,Cut,Cut,288.6,<function calculate_damage_crown at 0x121e67e20>
1,5,55,448,T01055286,ACSA,4,139.68,5,4.93,3.7780744401191122e-06,Cut,Cut,239.1,<function calculate_damage_crown at 0x121e67e20>
1,5,97,431,T01055907,ADCH,3,214.93,5,2.76,5.000421248156336e-06,Cut,Cut,179.0,<function calculate_damage_crown at 0x121e67e20>
1,5,65,448,T01057774,AKSL,1,56.49,4,14.69,1.8410601358928303e-06,Cut,Cut,46.5,<function calculate_damage_crown at 0x121e67e20>
1,5,81,420,T01055442,AMBB,2,75.18,5,10.66,2.3666154997077624e-06,Cut,Cut,305.5,<function calculate_damage_crown at 0x121e67e20>
1,5,52,492,T01057601,AMCN,4,189.13,5,3.68,5.172783445889383e-06,Cut,Cut,65.3,<function calculate_damage_crown at 0x121e67e20>
1,5,88,413,T01056369,AMPI,7,244.61,5,6.62,1.555242444109653e-05,Cut,Cut,104.1,<function calculate_damage_crown at 0x121e67e20>
1,5,81,466,T01054244,ANCH,3,51.16,4,14.32,1.472297686037242e-06,Cut,Cut,42.1,<function calculate_damage_crown at 0x121e67e20>
1,5,68,492,T01058576,ANKB,4,46.97,4,5.39,4.672928564260683e-07,Cut,Cut,24.7,<function calculate_damage_crown at 0x121e67e20>
1,5,84,469,T01055801,ANRD,5,185.76,5,6.69,9.063268062170193e-06,Cut,Cut,302.1,<function calculate_damage_crown at 0x121e67e20>
1,5,25,471,T01059278,APEN,2,150.28,5,8.66,7.681358970856246e-06,Cut,Cut,16.7,<function calculate_damage_crown at 0x121e67e20>
1,5,90,454,T01058792,ATES,2,197.63,5,9.34,1.4321817074703873e-05,Cut,Cut,110.9,<function calculate_damage_crown at 0x121e67e20>
1,5,66,400,T01054717,ATSR,6,248.69,5,3.07,7.449382435839388e-06,Cut,Cut,53.1,<function calculate_damage_crown at 0x121e67e20>
1,5,55,456,T01059286,BAKK,6,211.82,5,10.52,1.8532421596865937e-05,Cut,Cut,192.9,<function calculate_damage_crown at 0x121e67e20>
1,5,94,483,T01053197,BAKP,5,224.25,5,14.91,2.9440535714814946e-05,Cut,Cut,253.4,<function calculate_damage_crown at 0x121e67e20>
1,5,26,453,T01059257,BBOK,2,227.28,5,13.32,2.7030369756548242e-05,Cut,Cut,71.6,<function calculate_damage_crown at 0x121e67e20>
1,5,58,402,T01058278,BOPR,1,91.54,5,4.87,1.6034709606441532e-06,Cut,Cut,10.0,<function calculate_damage_crown at 0x121e67e20>
1,5,96,420,T01057809,BRCH,4,140.25,5,14.03,1.0840121694527208e-05,Cut,Cut,351.7,<function calculate_damage_crown at 0x121e67e20>
1,5,81,467,T01055726,BTIL,6,53.98,4,8.38,9.594660280489594e-07,Cut,Cut,310.9,<function calculate_damage_crown at 0x121e67e20>
1,5,28,476,T01053432,CABB,3,151.27,5,5.01,4.499226743755533e-06,Cut,Cut,287.3,<function calculate_damage_crown at 0x121e67e20>
1,5,39,474,T01052038,CHCK,6,146.88,5,10.56,8.948707563917228e-06,Cut,Cut,43.7,<function calculate_damage_crown at 0x121e67e20>
1,5,47,464,T01059010,CHEK,5,29.67,2,9.46,3.2713141145546447e-07,Keep,,143.7,<function calculate_damage_crown at 0x121e67e20>
1,5,82,480,T01051142,CHHA,1,200.34,5,14.70,2.316514745799991e-05,Cut,Cut,90.1,<function calculate_damage_crown at 0x121e67e20>
1,5,74,418,T01051835,CHHU,5,32.23,3,3.25,1.3252955819381932e-07,Keep,,94.0,<function calculate_damage_crown at 0x121e67e20>
1,5,82,426,T01053641,CHKG,7,154.51,5,10.72,1.0047741092895048e-05,Cut,Cut,236.8,<function calculate_damage_crown at 0x121e67e20>
1,5,44,439,T01058289,CHKP,3,83.85,5,6.86,1.894064735781728e-06,Cut,Cut,265.8,<function calculate_damage_crown at 0x121e67e20>
1,5,15,415,T01051508,CHKU,2,218.80,5,11.92,2.2420444875398278e-05,Cut,Cut,84.1,<function calculate_damage_crown at 0x121e67e20>
1,5,19,403,T01057442,CHLS,1,245.51,5,8.70,2.059439519462274e-05,Cut,Cut,53.8,<function calculate_damage_crown at 0x121e67e20>
1,5,67,466,T01056576,CHNA,5,115.71,5,8.85,4.654026890579542e-06,Cut,Cut,312.3,<function calculate_damage_crown at 0x121e67e20>
1,5,90,440,T01058418,CHNO,2,10.84,1,12.10,5.586455741492856e-08,Keep,,67.8,<function calculate_damage_crown at 0x121e67e20>
1,5,18,415,T01054249,CHOV,4,202.19,5,5.15,8.260666409947298e-06,Cut,Cut,127.2,<function calculate_damage_crown at 0x121e67e20>
1,5,76,465,T01055103,CHPS,3,35.81,3,3.53,1.7750760350530795e-07,Keep,,302.9,<function calculate_damage_crown at 0x121e67e20>
1,5,70,461,T01059786,CHTU,1,54.11,4,6.18,7.109473242911402e-07,Cut,Cut,346.2,<function calculate_damage_crown at 0x121e67e20>
1,5,83,442,T01054379,CTES,4,220.51,5,8.11,1.5492220249300616e-05,Cut,Cut,292.5,<function calculate_damage_crown at 0x121e67e20>
1,5,43,467,T01051076,DAKD,5,49.78,4,7.18,6.986969387449644e-07,Cut,Cut,189.3,<function calculate_damage_crown at 0x121e67e20>
1,5,7,434,T01051819,DGPR,1,230.41,5,11.40,2.3780110631228055e-05,Cut,Cut,48.8,<function calculate_damage_crown at 0x121e67e20>
1,5,83,463,T01053698,DKPO,3,31.47,3,10.16,3.95337958189253e-07,Keep,,358.4,<function calculate_damage_crown at 0x121e67e20>
1,5,90,499,T01056907,DNKY,3,229.37,5,9.53,1.969556864365924e-05,Cut,Cut,352.3,<function calculate_damage_crown at 0x121e67e20>
1,5,46,471,T01052412,DRDV,1,153.56,5,11.21,1.0379259971324536e-05,Cut,Cut,62.9,<function calculate_damage_crown at 0x121e67e20>
1,5,40,461,T01056533,DYSP,4,55.35,4,9.45,1.1372272275978736e-06,Cut,Cut,198.9,<function calculate_damage_crown at 0x121e67e20>
1,5,12,437,T01056164,EPSH,5,248.51,5,2.75,6.674444606811789e-06,Cut,Cut,99.4,<function calculate_damage_crown at 0x121e67e20>
1,5,50,438,T01056976,KACL,4,15.96,2,3.62,3.619798332437459e-08,Keep,,358.6,<function calculate_damage_crown at 0x121e67e20>
1,5,85,466,T01054935,KAKU,5,98.46,5,10.02,3.815785998662553e-06,Cut,Cut,82.6,<function calculate_damage_crown at 0x121e67e20>
1,5,5,498,T01053838,KANA,6,133.55,5,3.12,2.182642979848657e-06,Cut,Cut,178.3,<function calculate_damage_crown at 0x121e67e20>
1,5,7,409,T01055680,KANE,5,190.10,5,4.62,6.559159814428542e-06,Cut,Cut,159.9,<function calculate_damage_crown at 0x121e67e20>
1,5,45,473,T01057003,KANT,6,36.21,3,8.62,4.439003553346904e-07,Keep,,318.4,<function calculate_damage_crown at 0x121e67e20>
1,5,56,400,T01054790,KATG,5,66.87,5,8.60,1.5096374535969852e-06,Cut,Cut,72.4,<function calculate_damage_crown at 0x121e67e20>
1,5,66,415,T01054892,KAYK,3,93.66,5,7.81,2.689845847540383e-06,Cut,Cut,351.1,<function calculate_damage_crown at 0x121e67e20>
1,5,53,484,T01052667,KBAL KRORLORNG,3,240.78,5,9.59,2.1840816455407366e-05,Cut,Cut,68.4,<function calculate_damage_crown at 0x121e67e20>
1,5,93,420,T01055216,KBDA,6,83.71,5,5.73,1.5774995672568553e-06,Cut,Cut,284.7,<function calculate_damage_crown at 0x121e67e20>
1,5,79,486,T01051338,KBDK,1,243.87,5,10.13,2.365692113654418e-05,Cut,Cut,125.7,<function calculate_damage_crown at 0x121e67e20>
1,5,58,493,T01058965,KBKK,1,151.20,5,13.73,1.2328141573445261e-05,Cut,Cut,2.3,<function calculate_damage_crown at 0x121e67e20>
1,5,73,451,T01051013,KCHP,2,75.20,5,2.99,6.637449496560484e-07,Cut,Cut,96.1,<function calculate_damage_crown at 0x121e67e20>
1,5,72,481,T01051774,KDCE,5,49.72,4,5.44,5.283305874593872e-07,Cut,Cut,68.5,<function calculate_damage_crown at 0x121e67e20>
1,5,56,440,T01054433,KDCK,7,178.00,5,14.13,1.7587210535520786e-05,Cut,Cut,105.4,<function calculate_damage_crown at 0x121e67e20>
1,5,85,475,T01058996,KHMA,2,161.36,5,14.24,1.4565101711216566e-05,Cut,Cut,200.0,<function calculate_damage_crown at 0x121e67e20>
1,5,92,496,T01051048,KHNH,2,240.21,5,2.97,6.736797073984387e-06,Cut,Cut,357.0,<function calculate_damage_crown at 0x121e67e20>
1,5,87,487,T01054856,KHOS,3,155.45,5,10.08,9.568441087863888e-06,Cut,Cut,344.4,<function calculate_damage_crown at 0x121e67e20>
1,5,95,459,T01059537,KHTN,3,207.93,5,12.88,2.1874759960950904e-05,Cut,Cut,356.0,<function calculate_damage_crown at 0x121e67e20>
1,5,60,450,T01058204,KHVG,7,9.85,1,2.74,1.0459209546663949e-08,Keep,,171.3,<function calculate_damage_crown at 0x121e67e20>
1,5,85,489,T01058987,KKAL,6,83.61,5,10.17,2.791545055077822e-06,Cut,Cut,8.6,<function calculate_damage_crown at 0x121e67e20>
1,5,75,433,T01056062,KKKK,4,159.58,5,10.09,1.0090151738419542e-05,Cut,Cut,344.0,<function calculate_damage_crown at 0x121e67e20>
1,5,80,495,T01059975,KKLG,3,153.70,5,5.81,5.394973056591246e-06,Cut,Cut,116.9,<function calculate_damage_crown at 0x121e67e20>
1,5,65,499,T01053900,KLIG,6,205.32,5,5.98,9.901465185504618e-06,Cut,Cut,217.5,<function calculate_damage_crown at 0x121e67e20>
1,5,55,423,T01059549,KLNG,4,82.61,5,12.70,3.4027190227848415e-06,Cut,Cut,28.5,<function calculate_damage_crown at 0x121e67e20>
1,5,56,454,T01053233,KLPO,4,177.42,5,5.88,7.271650290665291e-06,Cut,Cut,351.4,<function calculate_damage_crown at 0x121e67e20>
1,5,84,446,T01054195,KMPT,6,126.49,5,14.57,9.154807339144318e-06,Cut,Cut,76.3,<function calculate_damage_crown at 0x121e67e20>
1,5,30,481,T01058013,KNAL,4,93.34,5,3.30,1.1283707158047667e-06,Cut,Cut,173.9,<function calculate_damage_crown at 0x121e67e20>
1,5,20,487,T01055478,KNAY,7,30.66,3,7.67,2.830705938288293e-07,Keep,,304.1,<function calculate_damage_crown at 0x121e67e20>
1,5,70,426,T01053097,KODK,3,137.85,5,6.28,4.683639875192319e-06,Cut,Cut,55.8,<function calculate_damage_crown at 0x121e67e20>
1,5,23,443,T01058045,KOKH,3,197.67,5,14.19,2.177846540112914e-05,Cut,Cut,241.2,<function calculate_damage_crown at 0x121e67e20>
1,5,74,476,T01056140,KOMT,4,44.86,3,3.67,2.9023170409908095e-07,Keep,,343.2,<function calculate_damage_crown at 0x121e67e20>
1,5,68,453,T01051717,KOMY,6,40.31,3,13.94,8.893686833779586e-07,Keep,,70.6,<function calculate_damage_crown at 0x121e67e20>
1,5,97,474,T01052806,KORK,1,119.37,5,13.74,7.687563793475397e-06,Cut,Cut,161.6,<function calculate_damage_crown at 0x121e67e20>
1,5,85,429,T01056209,KOTT,7,118.03,5,13.99,7.652885858852238e-06,Cut,Cut,60.1,<function calculate_damage_crown at 0x121e67e20>
1,5,0,433,T01056225,KRAK,2,215.57,5,11.70,2.1349273864679393e-05,Cut,Cut,16.5,<function calculate_damage_crown at 0x121e67e20>
1,5,85,468,T01051633,KREG,1,108.42,5,14.25,6.578448269820274e-06,Cut,Cut,55.3,<function calculate_damage_crown at 0x121e67e20>
1,5,86,410,T01055549,KREM,4,149.02,5,2.53,2.202549959464283e-06,Cut,Cut,243.9,<function calculate_damage_crown at 0x121e67e20>
1,5,80,456,T01059146,KRMN,7,151.75,5,12.98,1.1738142370773469e-05,Cut,Cut,287.8,<function calculate_damage_crown at 0x121e67e20>
1,5,27,482,T01057645,KROH,2,196.50,5,5.87,8.902677327966321e-06,Cut,Cut,220.3,<function calculate_damage_crown at 0x121e67e20>
1,5,2,479,T01052604,KRSR,1,148.64,5,12.90,1.1190283932512624e-05,Cut,Cut,303.8,<function calculate_damage_crown at 0x121e67e20>
1,5,41,462,T01055250,KRUS,4,40.17,3,10.27,6.512432050250234e-07,Keep,,15.8,<function calculate_damage_crown at 0x121e67e20>
1,5,2,474,T01052029,KRVN,5,41.40,3,9.19,6.186186952735139e-07,Keep,,201.8,<function calculate_damage_crown at 0x121e67e20>
1,5,11,480,T01051421,KTIT,3,46.92,4,8.89,7.683863221470482e-07,Cut,Cut,355.6,<function calculate_damage_crown at 0x121e67e20>
1,5,78,471,T01053482,LORT,6,74.80,5,4.71,1.0358348457142853e-06,Cut,Cut,356.0,<function calculate_damage_crown at 0x121e67e20>
1,5,62,462,T01055505,LORV,2,37.00,3,13.44,7.225126823923329e-07,Keep,,3.6,<function calculate_damage_crown at 0x121e67e20>
1,5,48,447,T01054043,LOVG,2,227.88,5,3.16,6.441811628787358e-06,Cut,Cut,103.5,<function calculate_damage_crown at 0x121e67e20>
1,5,21,491,T01055492,LRLT,1,170.26,5,7.68,8.748121717015403e-06,Cut,Cut,51.9,<function calculate_damage_crown at 0x121e67e20>
1,5,50,468,T01056061,MADN,7,37.89,3,5.49,3.0945732821975424e-07,Keep,,243.2,<function calculate_damage_crown at 0x121e67e20>
1,5,70,417,T01059032,MDAS,2,239.86,5,14.39,3.251646108305902e-05,Cut,Cut,339.6,<function calculate_damage_crown at 0x121e67e20>
1,5,94,470,T01051263,MMAG,3,67.31,5,5.74,1.021854240301678e-06,Cut,Cut,239.5,<function calculate_damage_crown at 0x121e67e20>
1,5,11,407,T01053744,MTYK,3,63.78,5,12.62,2.0156591562307755e-06,Cut,Cut,156.9,<function calculate_damage_crown at 0x121e67e20>
1,5,36,420,T01058983,NGOK,1,96.24,5,8.96,3.2596960796782267e-06,Cut,Cut,42.5,<function calculate_damage_crown at 0x121e67e20>
1,5,78,463,T01053224,NHAM,4,87.35,5,9.26,2.774759314253233e-06,Cut,Cut,42.3,<function calculate_damage_crown at 0x121e67e20>
1,5,61,400,T01052346,NIV,4,220.35,5,13.24,2.5252910173613152e-05,Cut,Cut,188.2,<function calculate_damage_crown at 0x121e67e20>
1,5,20,415,T01058347,ONLK,6,236.07,5,9.11,1.9950588198487862e-05,Cut,Cut,149.0,<function calculate_damage_crown at 0x121e67e20>
1,5,10,414,T01054251,PAGA,2,130.97,5,5.48,3.6949341936185494e-06,Cut,Cut,323.7,<function calculate_damage_crown at 0x121e67e20>
1,5,5,471,T01051484,PAGS,7,175.64,5,12.86,1.5583146741708408e-05,Cut,Cut,30.1,<function calculate_damage_crown at 0x121e67e20>
1,5,41,408,T01052899,PECH,3,245.91,5,13.17,3.1285049121988225e-05,Cut,Cut,332.0,<function calculate_damage_crown at 0x121e67e20>
1,5,1,473,T01054202,PHLG,7,190.36,5,4.12,5.863556042485402e-06,Cut,Cut,298.5,<function calculate_damage_crown at 0x121e67e20>
1,5,75,482,T01055653,PHMA,4,82.28,5,11.69,3.1068112552556997e-06,Cut,Cut,241.0,<function calculate_damage_crown at 0x121e67e20>
1,5,66,446,T01057989,PHNO,3,91.57,5,11.98,3.946245105671052e-06,Cut,Cut,297.5,<function calculate_damage_crown at 0x121e67e20>
1,5,75,494,T01052338,PHOR,5,217.20,5,14.64,2.7127709319158615e-05,Cut,Cut,179.9,<function calculate_damage_crown at 0x121e67e20>
1,5,50,428,T01057410,PLNG,3,150.22,5,11.86,1.0510795558046892e-05,Cut,Cut,157.2,<function calculate_damage_crown at 0x121e67e20>
1,5,65,422,T01054286,PLOG,3,136.57,5,7.09,5.196677573476163e-06,Cut,Cut,66.2,<function calculate_damage_crown at 0x121e67e20>
1,5,64,492,T01053327,PLOK,5,161.52,5,7.57,7.761127821106126e-06,Cut,Cut,241.9,<function calculate_damage_crown at 0x121e67e20>
1,5,57,495,T01051672,PLOR,3,216.55,5,6.09,1.1211055322871452e-05,Cut,Cut,329.3,<function calculate_damage_crown at 0x121e67e20>
1,5,44,489,T01055259,PLPH,2,137.22,5,10.41,7.701125643951025e-06,Cut,Cut,338.0,<function calculate_damage_crown at 0x121e67e20>
1,5,84,441,T01054696,PMVG,4,96.01,5,8.30,3.00435339076839e-06,Cut,Cut,283.3,<function calculate_damage_crown at 0x121e67e20>
1,5,91,404,T01052210,PNKP,4,10.31,1,5.04,2.10309535375329e-08,Keep,,220.6,<function calculate_damage_crown at 0x121e67e20>
1,5,24,452,T01055957,PNOM,1,133.04,5,14.21,9.875779110351561e-06,Cut,Cut,192.2,<function calculate_damage_crown at 0x121e67e20>
1,5,87,489,T01056134,POCH,7,87.68,5,11.76,3.5514411223340095e-06,Cut,Cut,359.7,<function calculate_damage_crown at 0x121e67e20>
1,5,49,428,T01058089,POPL,2,141.46,5,10.43,8.200366098322118e-06,Cut,Cut,54.2,<function calculate_damage_crown at 0x121e67e20>
1,5,81,493,T01059840,POUN,2,28.08,2,8.30,2.570626950694337e-07,Keep,,88.0,<function calculate_damage_crown at 0x121e67e20>
1,5,53,485,T01051120,PPPR,6,171.48,5,9.85,1.1370875313412348e-05,Cut,Cut,82.5,<function calculate_damage_crown at 0x121e67e20>
1,5,65,401,T01052866,PPVK,5,164.70,5,13.81,1.4716525180051983e-05,Cut,Cut,175.2,<function calculate_damage_crown at 0x121e67e20>
1,5,44,416,T01052716,PREL,1,26.72,2,7.05,1.9777617007695585e-07,Keep,,140.3,<function calculate_damage_crown at 0x121e67e20>
1,5,42,482,T01054866,PROM,3,104.49,5,8.44,3.619606923997973e-06,Cut,Cut,280.3,<function calculate_damage_crown at 0x121e67e20>
1,5,58,441,T01054126,PROM,2,104.06,5,14.02,5.96178870933041e-06,Cut,Cut,204.3,<function calculate_damage_crown at 0x121e67e20>
1,5,5,459,T01051480,RANG,7,71.58,5,13.94,2.804412759104243e-06,Cut,Cut,219.6,<function calculate_damage_crown at 0x121e67e20>
1,6,60,570,T01062446,ROCG,4,7.24,1,8.57,1.763317509403158e-08,Keep,,178.9,<function calculate_damage_crown at 0x121e67e20>
1,6,43,547,T01062527,RODL,4,69.29,5,14.58,2.749210254399301e-06,Cut,Cut,261.8,<function calculate_damage_crown at 0x121e67e20>
1,6,15,555,T01065659,ROML,2,235.87,5,6.29,1.3753595785629385e-05,Cut,Cut,241.9,<function calculate_damage_crown at 0x121e67e20>
1,6,52,560,T01061912,ROTY,5,118.96,5,9.55,5.308557769843394e-06,Cut,Cut,6.2,<function calculate_damage_crown at 0x121e67e20>
1,6,30,588,T01067686,ROVN,3,35.93,3,2.67,1.353260135667552e-07,Keep,,357.2,<function calculate_damage_crown at 0x121e67e20>
1,6,23,543,T01063174,RPCK,5,28.46,2,5.05,1.6059666480642462e-07,Keep,,292.6,<function calculate_damage_crown at 0x121e67e20>
1,6,75,519,T01066041,SADA,1,63.20,5,12.61,1.9785644752175024e-06,Cut,Cut,351.7,<function calculate_damage_crown at 0x121e67e20>
1,6,12,588,T01061032,SAHA,4,45.44,4,2.67,2.1689202176487793e-07,Cut,Cut,113.2,<function calculate_damage_crown at 0x121e67e20>
1,6,33,512,T01062445,SAND,5,97.53,5,4.76,1.7796958495674062e-06,Cut,Cut,262.2,<function calculate_damage_crown at 0x121e67e20>
1,6,18,517,T01062113,SANK,1,187.84,5,12.23,1.6953278821441245e-05,Cut,Cut,258.7,<function calculate_damage_crown at 0x121e67e20>
1,6,75,537,T01061413,SAVP,2,103.46,5,9.21,3.869974038618606e-06,Cut,Cut,68.8,<function calculate_damage_crown at 0x121e67e20>
1,6,36,582,T01067120,SBTS,2,67.29,5,4.03,7.16593751516291e-07,Cut,Cut,101.8,<function calculate_damage_crown at 0x121e67e20>
1,6,52,527,T01067008,SEMN,6,222.64,5,13.84,2.694993025476608e-05,Cut,Cut,125.1,<function calculate_damage_crown at 0x121e67e20>
1,6,15,546,T01064588,SKPL,5,89.68,5,14.37,4.539433393806741e-06,Cut,Cut,188.7,<function calculate_damage_crown at 0x121e67e20>
1,6,37,599,T01069307,SLCH,7,114.62,5,11.33,5.848407865930018e-06,Cut,Cut,252.6,<function calculate_damage_crown at 0x121e67e20>
1,6,29,559,T01066808,SLET,5,101.07,5,7.67,3.077865715832681e-06,Cut,Cut,340.5,<function calculate_damage_crown at 0x121e67e20>
1,6,54,546,T01067688,SLNG,6,120.97,5,3.47,1.9941519865727624e-06,Cut,Cut,92.9,<function calculate_damage_crown at 0x121e67e20>
1,6,58,577,T01062254,SOPI,2,230.49,5,6.48,1.3517209416530242e-05,Cut,Cut,118.6,<function calculate_damage_crown at 0x121e67e20>
1,6,53,564,T01061602,SREG,1,213.44,5,14.80,2.648135921378168e-05,Cut,Cut,14.2,<function calculate_damage_crown at 0x121e67e20>
1,6,13,524,T01062648,SRMO,7,239.24,5,6.07,1.3646546762972042e-05,Cut,Cut,162.1,<function calculate_damage_crown at 0x121e67e20>
1,6,46,564,T01063700,TAPL,7,127.21,5,4.89,3.104706010489428e-06,Cut,Cut,166.9,<function calculate_damage_crown at 0x121e67e20>
1,6,95,554,T01066810,TBOT,7,21.57,2,9.38,1.7142209948907648e-07,Keep,,85.9,<function calculate_damage_crown at 0x121e67e20>
1,6,92,511,T01065878,TENG,3,175.10,5,9.29,1.1181431392423704e-05,Cut,Cut,85.8,<function calculate_damage_crown at 0x121e67e20>
1,6,32,560,T01066675,THME,5,22.30,2,7.73,1.5104866388309978e-07,Keep,,75.7,<function calculate_damage_crown at 0x121e67e20>
1,6,90,552,T01068467,THNO,2,92.16,5,2.98,9.930128972047562e-07,Cut,Cut,303.5,<function calculate_damage_crown at 0x121e67e20>
1,6,7,509,T01069170,THTR,3,111.57,5,11.43,5.5892695743715975e-06,Cut,Cut,283.0,<function calculate_damage_crown at 0x121e67e20>
1,6,97,572,T01063394,TMAK,3,175.19,5,14.29,1.722438330532527e-05,Cut,Cut,199.1,<function calculate_damage_crown at 0x121e67e20>
1,6,6,550,T01068082,TNIV,7,145.38,5,3.33,2.766763477250084e-06,Cut,Cut,263.2,<function calculate_damage_crown at 0x121e67e20>
1,6,3,557,T01062340,TOUK,4,127.99,5,8.02,5.158103396287269e-06,Cut,Cut,343.9,<function calculate_damage_crown at 0x121e67e20>
1,6,31,563,T01068555,TRBL,3,194.07,5,7.11,1.0513842801701434e-05,Cut,Cut,200.8,<function calculate_damage_crown at 0x121e67e20>
1,6,99,568,T01061379,TRCU,4,84.88,5,7.68,2.172679520936492e-06,Cut,Cut,165.7,<function calculate_damage_crown at 0x121e67e20>
1,6,21,550,T01069111,TREL,7,101.45,5,6.69,2.706255116868762e-06,Cut,Cut,181.2,<function calculate_damage_crown at 0x121e67e20>
1,6,40,519,T01065486,TROG,5,233.52,5,8.87,1.9004948993086214e-05,Cut,Cut,231.1,<function calculate_damage_crown at 0x121e67e20>
1,6,25,558,T01062091,TRSK,4,58.47,4,13.66,1.8337133567245472e-06,Cut,Cut,74.2,<function calculate_damage_crown at 0x121e67e20>
1,6,58,593,T01065453,TRYA,5,152.02,5,12.44,1.1290224362510752e-05,Cut,Cut,75.0,<function calculate_damage_crown at 0x121e67e20>
1,6,43,586,T01067925,TRYG,3,21.78,2,8.89,1.6561033364288872e-07,Keep,,89.2,<function calculate_damage_crown at 0x121e67e20>
1,6,1,584,T01061722,TTPY,2,172.53,5,3.07,3.584370570477416e-06,Cut,Cut,320.9,<function calculate_damage_crown at 0x121e67e20>
1,6,36,521,T01061668,UNKN,4,96.32,5,4.07,1.4844345449720735e-06,Cut,Cut,66.9,<function calculate_damage_crown at 0x121e67e20>
1,6,50,506,T01062331,VEAY,4,106.64,5,5.11,2.281646762086739e-06,Cut,Cut,72.7,<function calculate_damage_crown at 0x121e67e20>
1,6,37,549,T01062698,VOEG,5,68.27,5,8.92,1.6331933081269056e-06,Cut,Cut,69.3,<function calculate_damage_crown at 0x121e67e20>
1,6,11,529,T01065954,YEAM,7,30.76,3,11.52,4.2806195205408387e-07,Keep,,100.2,<function calculate_damage_crown at 0x121e67e20>
1,6,30,597,T01061461,YOUK,4,220.72,5,3.85,7.367549846235565e-06,Cut,Cut,53.9,<function calculate_damage_crown at 0x121e67e20>
1,6,90,550,T01066424,KHLG,1,182.12,5,6.24,8.122908527170492e-06,Cut,Cut,289.6,<function calculate_damage_crown at 0x121e67e20>
1,6,30,521,T01061276,TRAC,2,123.59,5,6.22,3.731700567706689e-06,Cut,Cut,110.6,<function calculate_damage_crown at 0x121e67e20>
1,6,39,514,T01064706,PHDK,7,166.41,5,10.34,1.124614938978177e-05,Cut,Cut,178.8,<function calculate_damage_crown at 0x121e67e20>
1,6,85,524,T01069345,CHBG,7,95.54,5,6.15,2.206543394314287e-06,Cut,Cut,73.9,<function calculate_damage_crown at 0x121e67e20>
1,6,13,585,T01067487,CHBR,6,25.37,2,13.77,3.4820768980423084e-07,Keep,,338.7,<function calculate_damage_crown at 0x121e67e20>
1,6,32,540,T01066565,CHTR,6,30.90,3,3.33,1.2475517948622248e-07,Keep,,102.0,<function calculate_damage_crown at 0x121e67e20>
1,6,70,558,T01063537,CHMI,3,12.18,1,3.63,2.1188855129788065e-08,Keep,,332.1,<function calculate_damage_crown at 0x121e67e20>
1,6,40,584,T01067692,CHRH,3,29.30,2,8.12,2.7392755930571257e-07,Keep,,42.8,<function calculate_damage_crown at 0x121e67e20>
1,6,30,581,T01065115,CRMS,4,154.95,5,9.78,9.226702805263313e-06,Cut,Cut,260.9,<function calculate_damage_crown at 0x121e67e20>
1,6,39,582,T01066512,KKMS,4,176.85,5,2.53,3.1125063018191323e-06,Cut,Cut,112.3,<function calculate_damage_crown at 0x121e67e20>
1,6,68,575,T01066503,KKPN,7,9.52,1,13.64,4.857879142099013e-08,Keep,,129.0,<function calculate_damage_crown at 0x121e67e20>
1,6,99,597,T01068744,LMBI,1,191.44,5,5.34,7.687863939486766e-06,Cut,Cut,173.9,<function calculate_damage_crown at 0x121e67e20>
1,6,19,547,T01066877,PCEK,1,177.73,5,6.74,8.362561589780747e-06,Cut,Cut,70.5,<function calculate_damage_crown at 0x121e67e20>
1,6,35,589,T01068927,TBEG,5,32.13,3,13.56,5.4969363760737e-07,Keep,,182.7,<function calculate_damage_crown at 0x121e67e20>
1,6,92,539,T01061638,KHOV,4,216.08,5,6.77,1.2418970842351104e-05,Cut,Cut,26.0,<function calculate_damage_crown at 0x121e67e20>
1,6,36,569,T01064360,KKDK,7,18.12,2,10.18,1.3135232254426332e-07,Keep,,331.8,<function calculate_damage_crown at 0x121e67e20>
1,6,57,505,T01063981,KKKS,7,61.08,5,13.91,2.0378175926315e-06,Cut,Cut,243.5,<function calculate_damage_crown at 0x121e67e20>
1,6,16,537,T01063137,KKTM,6,122.67,5,4.97,2.936722281364914e-06,Cut,Cut,242.4,<function calculate_damage_crown at 0x121e67e20>
1,6,63,576,T01061356,PPEL,7,248.01,5,6.22,1.5027687996226913e-05,Cut,Cut,167.4,<function calculate_damage_crown at 0x121e67e20>
1,6,27,501,T01061089,RINM,3,155.40,5,13.62,1.291600124370743e-05,Cut,Cut,301.4,<function calculate_damage_crown at 0x121e67e20>
1,6,27,548,T01065950,TRLT,2,85.13,5,4.81,1.3691731814087952e-06,Cut,Cut,213.7,<function calculate_damage_crown at 0x121e67e20>
